"Fecha","Total de casos","Entidad"
"2021-08-19",1643,"MICHOACÁN DE OCAMPO"
"2020-06-08",461,"SONORA"
"2020-06-01",216,"SAN LUIS POTOSÍ"
"2020-06-18",66,"NAYARIT"
"2020-05-18",400,"NUEVO LEÓN"
"2020-04-07",59,"QUINTANA ROO"
"2020-10-06",571,"CHIHUAHUA"
"2020-09-09",716,"GUANAJUATO"
"2021-08-04",598,"QUINTANA ROO"
"2021-07-10",1122,"GUERRERO"
"2020-06-09",1182,"MÉXICO"
"2020-09-13",310,"MICHOACÁN DE OCAMPO"
"2020-07-16",1224,"MÉXICO"
"2021-02-06",165,"TLAXCALA"
"2021-07-25",2428,"JALISCO"
"2021-08-21",1594,"JALISCO"
"2021-09-14",212,"NAYARIT"
"2020-10-07",249,"QUERÉTARO"
"2021-07-03",790,"SINALOA"
"2020-10-04",291,"BAJA CALIFORNIA"
"2021-07-27",2412,"NUEVO LEÓN"
"2020-06-07",288,"COAHUILA DE ZARAGOZA"
"2020-10-14",688,"GUANAJUATO"
"2020-06-23",421,"JALISCO"
"2022-05-11",93,"COAHUILA DE ZARAGOZA"
"2022-05-12",22,"COLIMA"
"2022-05-09",158,"JALISCO"
"2022-05-11",98,"QUERÉTARO"
"2022-05-11",142,"PUEBLA"
"2022-05-12",143,"AGUASCALIENTES"
"2022-05-07",104,"JALISCO"
"2022-05-16",256,"TAMAULIPAS"
"2022-04-07",84,"HIDALGO"
"2022-05-07",104,"BAJA CALIFORNIA"
"2022-05-09",131,"BAJA CALIFORNIA"
"2022-05-16",113,"HIDALGO"
"2022-04-29",191,"MÉXICO"
"2022-05-02",147,"TABASCO"
"2022-05-16",32,"ZACATECAS"
"2022-05-17",226,"JALISCO"
"2022-05-02",58,"CHIHUAHUA"
"2022-05-02",94,"MORELOS"
"2022-04-28",81,"OAXACA"
"2022-05-17",186,"BAJA CALIFORNIA"
"2022-04-12",67,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-02-28",215,"QUERÉTARO"
"2022-05-03",141,"YUCATÁN"
"2022-05-04",90,"QUERÉTARO"
"2022-04-11",33,"CAMPECHE"
"2022-05-18",58,"SONORA"
"2022-05-19",96,"COAHUILA DE ZARAGOZA"
"2022-05-19",327,"SINALOA"
"2022-05-19",66,"QUERÉTARO"
"2022-04-27",52,"CHIAPAS"
"2022-03-03",126,"OAXACA"
"2022-03-05",150,"OAXACA"
"2022-05-21",105,"COAHUILA DE ZARAGOZA"
"2022-05-21",86,"QUERÉTARO"
"2022-04-19",314,"SINALOA"
"2022-04-24",108,"QUERÉTARO"
"2022-05-22",32,"GUERRERO"
"2022-02-21",192,"MICHOACÁN DE OCAMPO"
"2022-05-25",41,"DURANGO"
"2022-05-25",179,"CHIAPAS"
"2022-03-25",116,"CHIHUAHUA"
"2022-05-27",114,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-28",223,"JALISCO"
"2022-05-29",163,"PUEBLA"
"2022-05-29",140,"COAHUILA DE ZARAGOZA"
"2022-05-29",135,"QUERÉTARO"
"2022-05-29",780,"SINALOA"
"2022-05-28",128,"BAJA CALIFORNIA"
"2022-05-30",35,"GUERRERO"
"2022-06-28",1226,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-07-06",791,"YUCATÁN"
"2022-06-29",2805,"MÉXICO"
"2022-07-07",364,"AGUASCALIENTES"
"2022-07-05",1636,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-06-24",738,"TAMAULIPAS"
"2022-07-08",227,"CHIAPAS"
"2022-06-22",519,"COAHUILA DE ZARAGOZA"
"2022-07-08",259,"DURANGO"
"2022-06-19",207,"AGUASCALIENTES"
"2022-06-30",227,"CAMPECHE"
"2022-06-26",1311,"GUANAJUATO"
"2022-06-10",133,"CHIHUAHUA"
"2022-06-09",111,"MORELOS"
"2022-06-09",84,"CHIHUAHUA"
"2022-06-29",777,"YUCATÁN"
"2021-01-07",392,"AGUASCALIENTES"
"2021-01-10",1535,"MORELOS"
"2021-01-10",322,"TLAXCALA"
"2021-01-13",297,"SINALOA"
"2021-12-10",5338,"CIUDAD DE MÉXICO"
"2021-06-09",378,"QUINTANA ROO"
"2021-06-10",197,"CHIAPAS"
"2021-06-09",832,"TABASCO"
"2021-06-11",354,"GUANAJUATO"
"2021-06-08",100,"MICHOACÁN DE OCAMPO"
"2021-05-18",533,"NUEVO LEÓN"
"2021-05-14",226,"SONORA"
"2021-03-03",231,"DURANGO"
"2021-05-19",277,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-03-09",151,"DURANGO"
"2021-05-15",488,"GUANAJUATO"
"2021-05-10",148,"OAXACA"
"2021-05-21",217,"COAHUILA DE ZARAGOZA"
"2021-05-17",534,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-02-24",191,"OAXACA"
"2021-05-26",158,"SINALOA"
"2021-05-22",124,"OAXACA"
"2021-02-16",963,"MÉXICO"
"2021-05-18",167,"AGUASCALIENTES"
"2021-05-29",90,"QUERÉTARO"
"2021-07-17",500,"QUERÉTARO"
"2021-07-14",340,"BAJA CALIFORNIA"
"2021-02-20",302,"SINALOA"
"2021-07-17",545,"COAHUILA DE ZARAGOZA"
"2021-07-11",367,"HIDALGO"
"2021-07-11",566,"TAMAULIPAS"
"2021-07-04",712,"YUCATÁN"
"2021-07-13",148,"CAMPECHE"
"2021-07-11",147,"ZACATECAS"
"2021-07-07",193,"NAYARIT"
"2021-07-05",626,"GUERRERO"
"2021-07-07",211,"CAMPECHE"
"2021-04-05",687,"SAN LUIS POTOSÍ"
"2021-09-21",592,"BAJA CALIFORNIA"
"2021-09-22",2579,"MÉXICO"
"2021-09-23",348,"SONORA"
"2021-09-24",286,"OAXACA"
"2021-10-20",7660,"CIUDAD DE MÉXICO"
"2021-09-24",114,"CAMPECHE"
"2021-09-25",269,"HIDALGO"
"2020-05-11",232,"COAHUILA DE ZARAGOZA"
"2020-05-07",83,"MORELOS"
"2020-05-02",251,"GUANAJUATO"
"2020-05-11",92,"QUERÉTARO"
"2020-05-10",52,"NAYARIT"
"2020-05-05",203,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-05-08",220,"JALISCO"
"2020-05-10",72,"CAMPECHE"
"2020-05-08",301,"BAJA CALIFORNIA"
"2020-04-28",49,"CAMPECHE"
"2020-05-07",126,"CHIHUAHUA"
"2020-05-07",74,"TLAXCALA"
"2020-05-07",260,"TABASCO"
"2020-05-11",245,"PUEBLA"
"2020-04-09",81,"CHIHUAHUA"
"2020-03-28",57,"SAN LUIS POTOSÍ"
"2020-04-23",136,"NUEVO LEÓN"
"2020-05-12",121,"GUERRERO"
"2020-05-13",251,"GUANAJUATO"
"2020-04-30",163,"GUANAJUATO"
"2020-05-14",186,"SONORA"
"2020-05-01",33,"BAJA CALIFORNIA SUR"
"2020-05-15",34,"BAJA CALIFORNIA SUR"
"2020-05-16",164,"MICHOACÁN DE OCAMPO"
"2020-04-07",83,"TABASCO"
"2020-04-21",31,"OAXACA"
"2020-04-28",40,"OAXACA"
"2020-05-18",28,"COLIMA"
"2020-05-21",119,"YUCATÁN"
"2020-04-26",96,"MICHOACÁN DE OCAMPO"
"2020-05-23",268,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-05-24",223,"TAMAULIPAS"
"2020-05-24",31,"ZACATECAS"
"2020-04-19",353,"BAJA CALIFORNIA"
"2020-05-24",84,"HIDALGO"
"2020-04-24",91,"SONORA"
"2020-04-10",84,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-03-12",41,"NUEVO LEÓN"
"2020-11-25",11479,"CIUDAD DE MÉXICO"
"2020-11-03",542,"MÉXICO"
"2020-11-01",743,"CHIHUAHUA"
"2020-10-26",622,"QUERÉTARO"
"2020-11-04",417,"DURANGO"
"2020-11-01",157,"TLAXCALA"
"2020-10-30",110,"OAXACA"
"2020-11-01",120,"QUINTANA ROO"
"2020-10-26",766,"COAHUILA DE ZARAGOZA"
"2020-10-22",5974,"CIUDAD DE MÉXICO"
"2020-10-30",40,"CAMPECHE"
"2020-10-26",439,"PUEBLA"
"2020-10-23",803,"GUANAJUATO"
"2020-11-04",464,"SAN LUIS POTOSÍ"
"2020-11-02",283,"ZACATECAS"
"2020-10-22",478,"JALISCO"
"2020-11-01",108,"MORELOS"
"2020-10-24",512,"JALISCO"
"2020-10-24",247,"BAJA CALIFORNIA"
"2020-10-26",234,"SINALOA"
"2020-10-22",254,"BAJA CALIFORNIA"
"2020-10-21",270,"TAMAULIPAS"
"2020-09-18",168,"QUERÉTARO"
"2020-10-21",211,"ZACATECAS"
"2020-11-06",200,"BAJA CALIFORNIA SUR"
"2020-11-05",149,"GUERRERO"
"2020-11-07",368,"PUEBLA"
"2020-11-07",474,"QUERÉTARO"
"2020-11-08",364,"DURANGO"
"2020-11-08",370,"SAN LUIS POTOSÍ"
"2020-11-09",280,"MICHOACÁN DE OCAMPO"
"2020-07-12",540,"SAN LUIS POTOSÍ"
"2020-11-10",683,"MÉXICO"
"2020-11-10",312,"YUCATÁN"
"2020-08-15",508,"PUEBLA"
"2020-12-07",222,"CHIHUAHUA"
"2020-11-11",317,"ZACATECAS"
"2020-11-12",377,"AGUASCALIENTES"
"2022-01-10",529,"TLAXCALA"
"2022-01-08",495,"CAMPECHE"
"2022-05-07",1439,"CIUDAD DE MÉXICO"
"2022-05-13",145,"GUANAJUATO"
"2022-05-06",62,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-05-04",63,"COAHUILA DE ZARAGOZA"
"2022-05-03",332,"MÉXICO"
"2022-04-26",115,"OAXACA"
"2022-05-05",141,"GUANAJUATO"
"2022-04-19",145,"QUERÉTARO"
"2022-05-21",177,"PUEBLA"
"2022-05-21",371,"SINALOA"
"2022-05-25",375,"SAN LUIS POTOSÍ"
"2022-04-23",92,"COAHUILA DE ZARAGOZA"
"2022-05-26",23,"GUERRERO"
"2022-05-02",53,"QUINTANA ROO"
"2022-06-19",1125,"NUEVO LEÓN"
"2022-07-02",295,"CAMPECHE"
"2022-06-24",290,"HIDALGO"
"2022-06-01",128,"QUERÉTARO"
"2022-06-25",689,"YUCATÁN"
"2021-01-21",98,"CAMPECHE"
"2021-01-11",350,"YUCATÁN"
"2021-01-01",326,"GUERRERO"
"2021-06-03",280,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-06-10",112,"DURANGO"
"2021-04-05",267,"DURANGO"
"2021-05-22",98,"CAMPECHE"
"2021-05-30",298,"JALISCO"
"2021-07-18",236,"CAMPECHE"
"2021-07-07",427,"OAXACA"
"2021-08-21",525,"BAJA CALIFORNIA"
"2020-05-06",105,"MICHOACÁN DE OCAMPO"
"2020-03-30",286,"MÉXICO"
"2020-04-17",51,"AGUASCALIENTES"
"2020-05-20",280,"MICHOACÁN DE OCAMPO"
"2020-05-26",242,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-05-28",121,"YUCATÁN"
"2020-11-02",329,"TAMAULIPAS"
"2020-10-27",500,"QUERÉTARO"
"2020-10-27",612,"COAHUILA DE ZARAGOZA"
"2020-11-01",607,"TABASCO"
"2020-11-03",257,"YUCATÁN"
"2020-10-30",57,"NAYARIT"
"2020-11-08",100,"CHIAPAS"
"2020-11-12",772,"NUEVO LEÓN"
"2022-05-19",157,"PUEBLA"
"2022-05-20",52,"GUERRERO"
"2022-04-23",127,"QUERÉTARO"
"2022-05-24",349,"MÉXICO"
"2022-04-25",46,"NAYARIT"
"2022-06-27",898,"SONORA"
"2022-06-11",134,"CAMPECHE"
"2022-06-30",311,"NAYARIT"
"2022-06-16",785,"SAN LUIS POTOSÍ"
"2021-07-23",320,"ZACATECAS"
"2021-09-24",196,"NAYARIT"
"2020-05-10",134,"OAXACA"
"2020-05-09",213,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-04-07",63,"CHIHUAHUA"
"2020-05-17",230,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-05-27",305,"GUANAJUATO"
"2020-10-27",179,"SINALOA"
"2020-11-07",582,"COAHUILA DE ZARAGOZA"
"2020-11-07",178,"SINALOA"
"2020-11-11",190,"HIDALGO"
"2022-05-11",359,"SINALOA"
"2022-05-12",226,"NUEVO LEÓN"
"2022-02-20",231,"CHIHUAHUA"
"2021-01-02",316,"AGUASCALIENTES"
"2021-06-04",111,"QUERÉTARO"
"2021-09-22",492,"YUCATÁN"
"2021-09-25",573,"TAMAULIPAS"
"2020-05-11",198,"SINALOA"
"2020-04-23",127,"AGUASCALIENTES"
"2022-03-02",89,"GUERRERO"
"2021-05-03",273,"SONORA"
"2020-04-14",324,"MÉXICO"
"2020-10-20",968,"GUANAJUATO"
"2022-06-21",977,"SAN LUIS POTOSÍ"
"2022-06-05",853,"MÉXICO"
"2020-10-27",488,"PUEBLA"
"2020-10-24",3776,"CIUDAD DE MÉXICO"
"2021-03-10",380,"AGUASCALIENTES"
"2020-11-02",188,"HIDALGO"
"2022-04-24",202,"SINALOA"
"2021-06-04",216,"SINALOA"
"2020-11-11",267,"TAMAULIPAS"
"2022-05-15",34,"GUERRERO"
"2020-05-07",47,"QUINTANA ROO"
"2022-05-24",204,"YUCATÁN"
"2022-06-11",237,"OAXACA"
"2020-05-18",76,"AGUASCALIENTES"
"2022-07-02",470,"NAYARIT"
"2022-01-20",648,"TLAXCALA"
"2022-06-09",284,"QUINTANA ROO"
"2022-06-08",1485,"SINALOA"
"2022-06-09",52,"TLAXCALA"
"2022-06-01",1371,"SINALOA"
"2022-06-10",247,"QUINTANA ROO"
"2022-06-09",192,"TABASCO"
"2022-06-04",76,"CHIHUAHUA"
"2022-06-10",227,"TABASCO"
"2022-06-04",55,"MORELOS"
"2022-06-04",147,"TABASCO"
"2022-06-03",177,"BAJA CALIFORNIA"
"2022-01-17",843,"COLIMA"
"2022-04-23",163,"PUEBLA"
"2022-06-10",72,"MORELOS"
"2022-06-13",346,"OAXACA"
"2022-06-13",193,"NAYARIT"
"2022-06-02",25,"MICHOACÁN DE OCAMPO"
"2022-06-14",357,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-06-15",107,"GUERRERO"
"2022-04-01",424,"SAN LUIS POTOSÍ"
"2022-06-16",145,"DURANGO"
"2022-04-13",29,"GUERRERO"
"2022-04-16",57,"GUERRERO"
"2022-05-04",115,"PUEBLA"
"2022-06-16",160,"CHIAPAS"
"2022-03-25",187,"TABASCO"
"2021-01-16",330,"BAJA CALIFORNIA SUR"
"2021-01-03",242,"TLAXCALA"
"2021-01-05",980,"TABASCO"
"2021-04-11",561,"NUEVO LEÓN"
"2021-04-08",206,"AGUASCALIENTES"
"2021-04-10",346,"SONORA"
"2021-04-13",254,"YUCATÁN"
"2021-04-14",261,"TAMAULIPAS"
"2021-04-01",716,"MÉXICO"
"2021-04-14",147,"HIDALGO"
"2021-03-26",123,"TLAXCALA"
"2021-03-15",345,"CHIHUAHUA"
"2021-04-08",51,"COLIMA"
"2021-03-29",380,"QUERÉTARO"
"2021-04-02",60,"COLIMA"
"2021-04-02",422,"NUEVO LEÓN"
"2021-04-06",344,"SONORA"
"2021-04-04",319,"BAJA CALIFORNIA SUR"
"2021-03-31",240,"SONORA"
"2021-03-21",129,"MORELOS"
"2021-12-01",883,"BAJA CALIFORNIA SUR"
"2021-03-29",347,"PUEBLA"
"2021-04-15",253,"GUERRERO"
"2021-03-04",214,"OAXACA"
"2021-03-25",186,"GUERRERO"
"2021-03-23",174,"GUERRERO"
"2021-03-30",192,"BAJA CALIFORNIA SUR"
"2021-04-16",252,"GUERRERO"
"2021-04-17",237,"TAMAULIPAS"
"2021-03-28",287,"MICHOACÁN DE OCAMPO"
"2021-03-19",226,"TLAXCALA"
"2021-04-17",158,"HIDALGO"
"2021-03-15",181,"QUINTANA ROO"
"2021-04-19",448,"MORELOS"
"2021-04-19",99,"TLAXCALA"
"2021-03-03",487,"SAN LUIS POTOSÍ"
"2021-03-11",111,"QUINTANA ROO"
"2021-03-14",183,"OAXACA"
"2021-08-13",461,"DURANGO"
"2021-08-12",598,"NAYARIT"
"2021-08-13",480,"CHIAPAS"
"2021-05-27",235,"SONORA"
"2021-10-11",231,"DURANGO"
"2021-10-08",778,"NUEVO LEÓN"
"2021-10-08",200,"COLIMA"
"2021-10-11",946,"SAN LUIS POTOSÍ"
"2021-09-30",247,"AGUASCALIENTES"
"2021-10-06",2337,"MÉXICO"
"2021-10-01",1437,"TABASCO"
"2021-10-05",435,"SONORA"
"2021-09-29",601,"SAN LUIS POTOSÍ"
"2021-10-10",249,"CHIAPAS"
"2021-10-04",450,"SINALOA"
"2021-10-06",335,"YUCATÁN"
"2021-10-08",284,"AGUASCALIENTES"
"2021-09-30",221,"COLIMA"
"2021-10-01",338,"CHIHUAHUA"
"2021-10-02",229,"AGUASCALIENTES"
"2021-10-02",732,"NUEVO LEÓN"
"2021-09-27",565,"PUEBLA"
"2021-10-01",285,"QUINTANA ROO"
"2021-10-01",819,"MORELOS"
"2021-10-13",190,"OAXACA"
"2021-05-08",128,"COAHUILA DE ZARAGOZA"
"2021-10-13",85,"CAMPECHE"
"2021-10-14",494,"COAHUILA DE ZARAGOZA"
"2021-09-29",192,"DURANGO"
"2021-10-15",2623,"MÉXICO"
"2021-10-15",324,"YUCATÁN"
"2020-05-30",399,"GUANAJUATO"
"2020-05-31",214,"MICHOACÁN DE OCAMPO"
"2020-06-01",237,"DURANGO"
"2020-06-05",274,"COAHUILA DE ZARAGOZA"
"2020-12-02",276,"DURANGO"
"2020-12-02",388,"SAN LUIS POTOSÍ"
"2020-11-25",538,"BAJA CALIFORNIA"
"2020-11-28",732,"QUERÉTARO"
"2020-11-28",351,"COAHUILA DE ZARAGOZA"
"2020-11-22",359,"PUEBLA"
"2020-11-22",439,"COAHUILA DE ZARAGOZA"
"2020-11-29",265,"MICHOACÁN DE OCAMPO"
"2020-11-27",188,"YUCATÁN"
"2020-11-20",1170,"NUEVO LEÓN"
"2020-11-22",188,"SINALOA"
"2020-11-28",520,"PUEBLA"
"2020-11-28",215,"SINALOA"
"2020-09-08",141,"HIDALGO"
"2020-11-26",364,"SAN LUIS POTOSÍ"
"2020-11-22",674,"QUERÉTARO"
"2020-11-13",520,"COAHUILA DE ZARAGOZA"
"2020-11-13",399,"PUEBLA"
"2020-11-20",435,"AGUASCALIENTES"
"2020-12-05",243,"ZACATECAS"
"2020-11-15",594,"JALISCO"
"2020-12-05",297,"HIDALGO"
"2020-12-07",152,"QUINTANA ROO"
"2020-12-07",195,"TLAXCALA"
"2020-11-13",472,"QUERÉTARO"
"2020-12-09",244,"DURANGO"
"2020-09-04",130,"ZACATECAS"
"2020-12-09",382,"SAN LUIS POTOSÍ"
"2022-06-06",407,"OAXACA"
"2022-06-10",39,"TLAXCALA"
"2022-06-01",184,"COAHUILA DE ZARAGOZA"
"2022-04-21",35,"GUERRERO"
"2022-06-11",115,"NAYARIT"
"2022-04-19",169,"PUEBLA"
"2022-02-18",331,"MORELOS"
"2022-02-28",272,"COAHUILA DE ZARAGOZA"
"2022-02-20",307,"MORELOS"
"2022-04-14",91,"GUANAJUATO"
"2022-07-23",282,"COLIMA"
"2021-01-10",903,"TABASCO"
"2021-01-05",268,"TLAXCALA"
"2021-01-07",142,"COLIMA"
"2021-04-11",195,"AGUASCALIENTES"
"2021-04-14",120,"ZACATECAS"
"2021-04-01",242,"YUCATÁN"
"2021-04-05",357,"CHIAPAS"
"2021-04-11",66,"COLIMA"
"2021-03-29",222,"SINALOA"
"2021-03-16",310,"MICHOACÁN DE OCAMPO"
"2021-04-02",118,"AGUASCALIENTES"
"2021-05-01",216,"COAHUILA DE ZARAGOZA"
"2021-09-27",467,"SINALOA"
"2021-10-02",250,"COLIMA"
"2021-09-30",698,"NUEVO LEÓN"
"2021-10-12",437,"TAMAULIPAS"
"2021-09-27",724,"COAHUILA DE ZARAGOZA"
"2021-10-13",166,"NAYARIT"
"2021-10-14",302,"QUERÉTARO"
"2021-10-14",274,"SINALOA"
"2020-04-18",46,"GUERRERO"
"2020-07-10",264,"CAMPECHE"
"2020-11-25",645,"JALISCO"
"2020-11-26",300,"DURANGO"
"2020-12-01",721,"SONORA"
"2020-11-23",419,"DURANGO"
"2020-12-02",106,"CHIAPAS"
"2020-11-24",304,"BAJA CALIFORNIA SUR"
"2020-11-20",67,"COLIMA"
"2020-12-05",360,"TAMAULIPAS"
"2020-12-04",230,"GUERRERO"
"2020-12-06",333,"TAMAULIPAS"
"2020-11-16",1113,"GUANAJUATO"
"2020-11-15",396,"BAJA CALIFORNIA"
"2020-12-07",162,"MORELOS"
"2020-11-23",116,"CHIAPAS"
"2020-11-19",234,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-11-14",163,"HIDALGO"
"2020-12-09",106,"CHIAPAS"
"2022-06-08",177,"QUERÉTARO"
"2022-06-04",155,"QUINTANA ROO"
"2022-06-13",146,"CAMPECHE"
"2022-03-25",115,"MORELOS"
"2021-04-12",389,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-04-09",282,"CHIAPAS"
"2021-04-08",544,"NUEVO LEÓN"
"2021-03-09",502,"SAN LUIS POTOSÍ"
"2021-03-29",269,"COAHUILA DE ZARAGOZA"
"2021-04-17",116,"ZACATECAS"
"2021-04-19",965,"TABASCO"
"2021-03-08",411,"SONORA"
"2021-03-26",552,"MORELOS"
"2021-10-07",220,"BAJA CALIFORNIA SUR"
"2021-10-04",406,"QUERÉTARO"
"2021-10-09",219,"MICHOACÁN DE OCAMPO"
"2021-10-01",142,"TLAXCALA"
"2021-10-12",102,"ZACATECAS"
"2021-10-14",252,"PUEBLA"
"2020-06-06",202,"GUERRERO"
"2020-11-21",239,"MICHOACÁN DE OCAMPO"
"2020-12-08",1064,"GUANAJUATO"
"2020-12-19",819,"TABASCO"
"2022-06-07",59,"MICHOACÁN DE OCAMPO"
"2022-06-08",242,"PUEBLA"
"2022-06-05",317,"YUCATÁN"
"2022-06-03",265,"JALISCO"
"2022-06-01",182,"PUEBLA"
"2022-06-12",269,"BAJA CALIFORNIA"
"2022-07-29",351,"TAMAULIPAS"
"2021-03-17",450,"JALISCO"
"2021-08-29",451,"GUERRERO"
"2020-11-15",5025,"CIUDAD DE MÉXICO"
"2020-11-27",664,"MÉXICO"
"2020-12-06",248,"ZACATECAS"
"2022-03-31",216,"NUEVO LEÓN"
"2022-04-02",71,"MORELOS"
"2021-04-09",121,"DURANGO"
"2021-03-26",447,"TABASCO"
"2021-10-04",556,"COAHUILA DE ZARAGOZA"
"2021-09-27",432,"QUERÉTARO"
"2020-12-07",1074,"TABASCO"
"2022-06-06",148,"NAYARIT"
"2022-06-06",94,"CAMPECHE"
"2022-06-08",172,"COAHUILA DE ZARAGOZA"
"2021-04-03",638,"GUANAJUATO"
"2021-04-19",215,"QUINTANA ROO"
"2021-10-04",455,"PUEBLA"
"2021-10-11",236,"CHIAPAS"
"2020-11-23",508,"SAN LUIS POTOSÍ"
"2021-03-26",297,"CHIHUAHUA"
"2021-10-10",232,"DURANGO"
"2022-06-04",35,"TLAXCALA"
"2021-10-10",572,"SAN LUIS POTOSÍ"
"2021-09-28",990,"MICHOACÁN DE OCAMPO"
"2020-11-30",277,"BAJA CALIFORNIA SUR"
"2022-03-30",250,"GUANAJUATO"
"2021-10-12",166,"HIDALGO"
"2021-09-29",222,"CHIAPAS"
"2020-12-06",265,"HIDALGO"
"2020-11-26",89,"CHIAPAS"
"2021-03-21",298,"CHIHUAHUA"
"2022-02-20",325,"TABASCO"
"2022-02-22",76,"CAMPECHE"
"2022-02-17",469,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-02-23",412,"NUEVO LEÓN"
"2022-02-20",145,"TLAXCALA"
"2022-02-18",148,"TLAXCALA"
"2022-02-18",63,"QUINTANA ROO"
"2022-02-24",88,"GUERRERO"
"2022-02-26",170,"SONORA"
"2022-02-27",317,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-06-18",266,"HIDALGO"
"2021-01-02",105,"COLIMA"
"2021-02-10",183,"OAXACA"
"2021-02-10",149,"CAMPECHE"
"2021-02-12",235,"TAMAULIPAS"
"2021-02-12",176,"ZACATECAS"
"2021-02-12",148,"HIDALGO"
"2021-02-13",740,"MÉXICO"
"2021-02-13",270,"YUCATÁN"
"2021-05-13",126,"ZACATECAS"
"2021-05-02",389,"JALISCO"
"2021-05-13",309,"TAMAULIPAS"
"2021-05-08",205,"PUEBLA"
"2021-05-06",139,"OAXACA"
"2021-05-04",247,"BAJA CALIFORNIA SUR"
"2021-05-16",143,"CAMPECHE"
"2021-04-22",251,"MORELOS"
"2021-05-18",81,"COLIMA"
"2021-04-25",270,"GUERRERO"
"2021-05-20",222,"CHIHUAHUA"
"2021-05-20",209,"TLAXCALA"
"2021-05-23",330,"BAJA CALIFORNIA SUR"
"2021-03-07",720,"MÉXICO"
"2021-03-06",236,"GUERRERO"
"2021-08-20",325,"TLAXCALA"
"2021-03-09",205,"CHIAPAS"
"2021-12-03",1033,"MÉXICO"
"2021-12-11",728,"MÉXICO"
"2020-07-31",154,"CHIHUAHUA"
"2020-01-05",20,"JALISCO"
"2020-01-05",69,"CIUDAD DE MÉXICO"
"2020-01-03",12,"BAJA CALIFORNIA"
"2020-01-04",2,"GUERRERO"
"2020-01-06",10,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-01-08",7,"QUINTANA ROO"
"2020-01-08",2,"CHIHUAHUA"
"2020-01-09",12,"SAN LUIS POTOSÍ"
"2020-01-11",15,"QUERÉTARO"
"2020-01-11",7,"COAHUILA DE ZARAGOZA"
"2020-01-13",36,"BAJA CALIFORNIA"
"2020-01-14",65,"JALISCO"
"2020-01-11",2,"SINALOA"
"2020-01-15",10,"SAN LUIS POTOSÍ"
"2020-01-15",7,"CHIAPAS"
"2020-01-18",9,"SONORA"
"2020-01-22",60,"JALISCO"
"2020-01-22",19,"BAJA CALIFORNIA"
"2020-01-23",3,"PUEBLA"
"2020-01-23",16,"COAHUILA DE ZARAGOZA"
"2020-01-26",8,"PUEBLA"
"2020-01-23",10,"SINALOA"
"2020-04-15",134,"SINALOA"
"2020-01-28",14,"GUANAJUATO"
"2020-01-29",5,"TLAXCALA"
"2020-03-27",64,"SONORA"
"2020-01-29",6,"TABASCO"
"2020-01-30",3,"CHIAPAS"
"2020-02-04",61,"JALISCO"
"2020-02-03",15,"DURANGO"
"2020-02-04",53,"CIUDAD DE MÉXICO"
"2020-02-04",13,"BAJA CALIFORNIA"
"2020-02-05",32,"GUANAJUATO"
"2020-02-01",10,"BAJA CALIFORNIA"
"2020-02-07",20,"GUANAJUATO"
"2020-02-10",45,"GUANAJUATO"
"2020-02-13",10,"ZACATECAS"
"2020-02-16",3,"GUERRERO"
"2020-02-19",3,"YUCATÁN"
"2020-02-22",36,"CIUDAD DE MÉXICO"
"2020-02-23",10,"GUERRERO"
"2020-02-21",2,"COLIMA"
"2020-02-21",9,"AGUASCALIENTES"
"2020-02-21",17,"NUEVO LEÓN"
"2020-03-02",7,"MORELOS"
"2020-03-01",28,"BAJA CALIFORNIA SUR"
"2020-03-02",8,"TLAXCALA"
"2020-03-04",13,"SAN LUIS POTOSÍ"
"2020-03-04",4,"DURANGO"
"2020-03-05",43,"CIUDAD DE MÉXICO"
"2020-03-05",6,"BAJA CALIFORNIA"
"2020-03-09",85,"NUEVO LEÓN"
"2020-03-10",4,"CHIHUAHUA"
"2020-03-10",8,"TABASCO"
"2020-03-10",11,"TLAXCALA"
"2020-03-12",9,"COLIMA"
"2020-03-16",82,"JALISCO"
"2020-03-14",7,"DURANGO"
"2020-03-16",44,"BAJA CALIFORNIA"
"2020-03-21",27,"SONORA"
"2020-03-20",24,"TAMAULIPAS"
"2020-03-22",128,"BAJA CALIFORNIA"
