"Fecha","Total de casos","Entidad"
"2021-10-31",174,"COLIMA"
"2021-10-31",154,"AGUASCALIENTES"
"2021-11-03",120,"ZACATECAS"
"2020-07-03",149,"BAJA CALIFORNIA SUR"
"2020-07-05",118,"QUERÉTARO"
"2020-07-05",445,"COAHUILA DE ZARAGOZA"
"2020-07-08",382,"YUCATÁN"
"2020-07-09",676,"NUEVO LEÓN"
"2020-07-09",152,"AGUASCALIENTES"
"2020-07-10",488,"MICHOACÁN DE OCAMPO"
"2020-11-13",385,"AGUASCALIENTES"
"2020-11-21",55,"CAMPECHE"
"2020-11-13",61,"COLIMA"
"2020-11-21",98,"OAXACA"
"2022-03-06",63,"DURANGO"
"2022-03-01",254,"TAMAULIPAS"
"2022-03-01",200,"HIDALGO"
"2022-03-01",97,"ZACATECAS"
"2022-03-02",39,"QUINTANA ROO"
"2022-03-11",53,"QUINTANA ROO"
"2022-03-12",50,"QUINTANA ROO"
"2022-03-14",205,"BAJA CALIFORNIA SUR"
"2021-02-18",163,"CHIAPAS"
"2021-02-20",66,"COLIMA"
"2021-10-28",128,"HIDALGO"
"2021-10-16",532,"COAHUILA DE ZARAGOZA"
"2021-10-19",621,"JALISCO"
"2021-10-30",134,"BAJA CALIFORNIA SUR"
"2021-11-01",488,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-11-02",299,"YUCATÁN"
"2021-11-03",273,"TAMAULIPAS"
"2020-07-07",203,"QUINTANA ROO"
"2020-07-09",72,"COLIMA"
"2020-07-11",770,"GUANAJUATO"
"2020-11-16",616,"MÉXICO"
"2020-11-18",69,"QUINTANA ROO"
"2020-07-26",177,"OAXACA"
"2022-03-12",160,"TABASCO"
"2021-02-20",283,"AGUASCALIENTES"
"2021-02-15",416,"COAHUILA DE ZARAGOZA"
"2021-05-29",349,"NUEVO LEÓN"
"2021-10-28",283,"TAMAULIPAS"
"2021-10-19",1005,"BAJA CALIFORNIA"
"2021-10-27",270,"AGUASCALIENTES"
"2021-10-17",320,"CHIHUAHUA"
"2021-11-03",160,"HIDALGO"
"2021-11-04",795,"GUANAJUATO"
"2020-11-18",97,"MORELOS"
"2021-10-23",378,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-02-15",677,"PUEBLA"
"2021-02-25",551,"SAN LUIS POTOSÍ"
"2020-07-05",291,"SINALOA"
"2021-11-28",750,"TABASCO"
"2020-11-22",73,"COLIMA"
"2021-10-27",901,"NUEVO LEÓN"
"2021-05-29",79,"AGUASCALIENTES"
"2021-10-17",570,"TABASCO"
"2022-06-18",447,"SONORA"
"2021-03-02",110,"QUINTANA ROO"
"2021-03-02",126,"TLAXCALA"
"2021-03-06",534,"TABASCO"
"2021-03-06",109,"QUINTANA ROO"
"2021-03-06",97,"TLAXCALA"
"2021-03-08",367,"TAMAULIPAS"
"2021-03-10",425,"COAHUILA DE ZARAGOZA"
"2021-03-10",467,"QUERÉTARO"
"2021-04-24",277,"BAJA CALIFORNIA"
"2021-04-26",153,"ZACATECAS"
"2021-04-25",256,"QUINTANA ROO"
"2021-04-26",129,"HIDALGO"
"2021-03-24",475,"PUEBLA"
"2021-04-27",305,"COAHUILA DE ZARAGOZA"
"2021-08-23",400,"CAMPECHE"
"2021-11-11",388,"TABASCO"
"2020-04-17",20,"QUERÉTARO"
"2020-04-21",76,"MICHOACÁN DE OCAMPO"
"2020-04-23",90,"COAHUILA DE ZARAGOZA"
"2020-04-23",137,"SINALOA"
"2020-04-24",107,"TAMAULIPAS"
"2020-04-25",180,"JALISCO"
"2020-04-24",34,"ZACATECAS"
"2020-04-26",41,"NAYARIT"
"2020-11-19",271,"BAJA CALIFORNIA SUR"
"2020-08-14",102,"MORELOS"
"2021-03-10",521,"PUEBLA"
"2021-03-10",238,"SINALOA"
"2021-04-23",403,"JALISCO"
"2021-08-23",458,"NAYARIT"
"2020-04-18",24,"TLAXCALA"
"2020-04-18",71,"MORELOS"
"2020-04-26",36,"CAMPECHE"
"2021-03-02",616,"TABASCO"
"2021-03-06",451,"MORELOS"
"2021-03-08",142,"ZACATECAS"
"2021-03-23",333,"MORELOS"
"2020-04-18",167,"TABASCO"
"2021-03-12",204,"CHIAPAS"
"2020-09-05",80,"MORELOS"
"2022-04-03",146,"COAHUILA DE ZARAGOZA"
"2021-04-25",79,"TLAXCALA"
"2020-08-21",82,"MORELOS"
"2022-04-22",122,"COAHUILA DE ZARAGOZA"
"2021-04-27",229,"PUEBLA"
"2022-04-05",164,"TAMAULIPAS"
"2021-01-06",226,"ZACATECAS"
"2021-05-25",356,"BAJA CALIFORNIA"
"2021-09-26",129,"TLAXCALA"
"2020-06-14",32,"COLIMA"
"2020-07-24",1026,"MÉXICO"
"2020-08-02",1026,"MÉXICO"
"2021-05-29",54,"COLIMA"
"2020-08-05",658,"COAHUILA DE ZARAGOZA"
"2021-05-26",60,"COLIMA"
"2020-06-12",98,"BAJA CALIFORNIA SUR"
"2020-09-26",80,"NAYARIT"
"2020-09-07",517,"JALISCO"
"2020-07-21",2873,"CIUDAD DE MÉXICO"
"2021-05-27",89,"ZACATECAS"
"2022-04-22",342,"SINALOA"
"2022-04-22",158,"PUEBLA"
"2022-04-23",50,"COLIMA"
"2022-04-24",101,"AGUASCALIENTES"
"2022-04-19",187,"NUEVO LEÓN"
"2022-04-13",48,"CHIHUAHUA"
"2022-03-29",179,"JALISCO"
"2022-04-16",81,"TABASCO"
"2022-03-20",181,"TAMAULIPAS"
"2022-04-06",55,"HIDALGO"
"2022-04-05",108,"HIDALGO"
"2022-04-21",39,"QUINTANA ROO"
"2022-03-25",80,"GUERRERO"
"2022-04-14",161,"MÉXICO"
"2022-04-03",141,"QUERÉTARO"
"2022-03-27",270,"SINALOA"
"2022-03-24",218,"CHIAPAS"
"2022-03-18",127,"BAJA CALIFORNIA SUR"
"2022-04-16",17,"TLAXCALA"
"2022-05-04",33,"COLIMA"
"2022-05-05",62,"YUCATÁN"
"2022-04-04",150,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-12-08",422,"SONORA"
"2021-11-19",499,"JALISCO"
"2021-12-29",330,"ZACATECAS"
"2021-12-28",800,"CHIHUAHUA"
"2021-12-20",164,"OAXACA"
"2021-11-29",132,"MORELOS"
"2021-11-12",298,"MORELOS"
"2021-12-28",565,"TABASCO"
"2021-03-23",136,"QUINTANA ROO"
"2021-03-23",114,"TLAXCALA"
"2021-07-05",1519,"TABASCO"
"2021-08-26",217,"TLAXCALA"
"2021-11-22",637,"TABASCO"
"2021-11-22",540,"CHIHUAHUA"
"2021-11-23",169,"DURANGO"
"2021-11-24",123,"CHIAPAS"
"2021-11-08",277,"MORELOS"
"2021-11-15",437,"BAJA CALIFORNIA SUR"
"2021-11-18",156,"OAXACA"
"2021-11-08",461,"CHIHUAHUA"
"2021-11-23",146,"CHIAPAS"
"2021-11-24",166,"DURANGO"
"2021-11-17",937,"BAJA CALIFORNIA"
"2021-11-09",954,"BAJA CALIFORNIA"
"2021-11-11",300,"CHIHUAHUA"
"2021-11-18",71,"NAYARIT"
"2021-11-12",330,"CHIHUAHUA"
"2021-11-14",848,"GUANAJUATO"
"2021-11-07",400,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-11-22",198,"MORELOS"
"2021-11-11",294,"MORELOS"
"2021-11-26",66,"COLIMA"
"2021-11-06",450,"JALISCO"
"2021-12-02",183,"PUEBLA"
"2021-11-27",87,"COLIMA"
"2021-11-28",378,"QUINTANA ROO"
"2021-11-16",259,"YUCATÁN"
"2021-11-29",784,"TABASCO"
"2021-11-28",565,"CHIHUAHUA"
"2021-11-08",130,"TLAXCALA"
"2021-11-28",138,"MORELOS"
"2021-11-29",616,"CHIHUAHUA"
"2021-11-12",391,"TABASCO"
"2021-11-08",251,"QUINTANA ROO"
"2021-11-11",74,"TLAXCALA"
"2020-07-26",107,"CAMPECHE"
"2020-07-20",576,"SONORA"
"2020-07-24",427,"YUCATÁN"
"2020-07-26",119,"NAYARIT"
"2020-07-25",175,"CAMPECHE"
"2020-07-30",159,"AGUASCALIENTES"
"2020-07-22",536,"TAMAULIPAS"
"2020-07-28",116,"CAMPECHE"
"2020-07-17",607,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-07-18",597,"TABASCO"
"2020-07-21",234,"BAJA CALIFORNIA"
"2020-07-22",146,"ZACATECAS"
"2020-07-19",474,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-07-18",225,"QUINTANA ROO"
"2020-07-31",263,"GUERRERO"
"2020-07-18",187,"TLAXCALA"
"2020-08-01",278,"BAJA CALIFORNIA SUR"
"2020-08-03",813,"NUEVO LEÓN"
"2020-08-02",291,"YUCATÁN"
"2020-08-03",176,"AGUASCALIENTES"
"2020-08-04",677,"GUANAJUATO"
"2020-08-03",101,"COLIMA"
"2020-08-05",97,"QUERÉTARO"
"2020-08-05",226,"SINALOA"
"2020-08-09",133,"CHIAPAS"
"2022-04-25",64,"MICHOACÁN DE OCAMPO"
"2022-04-21",148,"TABASCO"
"2022-04-11",43,"MICHOACÁN DE OCAMPO"
"2022-04-03",379,"SINALOA"
"2022-04-15",97,"TAMAULIPAS"
"2022-04-21",29,"TLAXCALA"
"2021-11-06",4624,"CIUDAD DE MÉXICO"
"2021-12-04",3292,"CIUDAD DE MÉXICO"
"2021-11-09",5792,"CIUDAD DE MÉXICO"
"2021-11-23",620,"SAN LUIS POTOSÍ"
"2021-12-28",216,"MORELOS"
"2021-03-16",214,"OAXACA"
"2021-03-29",262,"AGUASCALIENTES"
"2021-11-22",88,"TLAXCALA"
"2021-11-22",403,"QUINTANA ROO"
"2021-11-06",888,"BAJA CALIFORNIA"
"2021-11-26",181,"AGUASCALIENTES"
"2021-11-18",56,"CAMPECHE"
"2021-11-29",88,"TLAXCALA"
"2021-11-09",527,"JALISCO"
"2021-11-30",248,"YUCATÁN"
"2021-12-01",331,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-12-02",175,"SINALOA"
"2020-07-25",112,"NAYARIT"
"2020-07-28",116,"NAYARIT"
"2020-07-16",785,"GUANAJUATO"
"2020-07-22",175,"HIDALGO"
"2020-07-13",439,"SONORA"
"2020-07-30",59,"COLIMA"
"2020-07-14",145,"HIDALGO"
"2020-07-14",132,"ZACATECAS"
"2020-08-07",532,"COAHUILA DE ZARAGOZA"
"2020-08-07",132,"QUERÉTARO"
"2022-04-24",30,"COLIMA"
"2022-04-23",132,"NUEVO LEÓN"
"2022-04-21",34,"CHIHUAHUA"
"2022-04-26",48,"MICHOACÁN DE OCAMPO"
"2022-04-19",24,"COLIMA"
"2022-03-31",408,"SINALOA"
"2021-11-17",5293,"CIUDAD DE MÉXICO"
"2021-11-28",109,"TLAXCALA"
"2021-07-05",544,"QUINTANA ROO"
"2021-11-17",392,"JALISCO"
"2021-11-20",399,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-11-21",257,"YUCATÁN"
"2021-11-27",572,"NUEVO LEÓN"
"2021-11-27",146,"AGUASCALIENTES"
"2021-11-29",329,"QUINTANA ROO"
"2021-12-02",178,"QUERÉTARO"
"2020-07-27",158,"CAMPECHE"
"2020-07-14",586,"TAMAULIPAS"
"2020-07-18",188,"CHIHUAHUA"
"2020-08-08",128,"TLAXCALA"
"2022-04-23",68,"AGUASCALIENTES"
"2022-04-20",160,"BAJA CALIFORNIA"
"2022-04-17",214,"GUANAJUATO"
"2021-03-25",258,"TLAXCALA"
"2021-12-02",479,"COAHUILA DE ZARAGOZA"
"2020-07-21",475,"JALISCO"
"2020-08-08",156,"QUINTANA ROO"
"2022-04-15",61,"HIDALGO"
"2021-12-23",908,"BAJA CALIFORNIA SUR"
"2021-03-22",429,"BAJA CALIFORNIA"
"2021-11-24",584,"SAN LUIS POTOSÍ"
"2020-07-27",120,"NAYARIT"
"2022-04-19",126,"AGUASCALIENTES"
"2022-04-13",133,"TABASCO"
"2022-03-17",59,"TLAXCALA"
"2022-04-03",225,"PUEBLA"
"2021-03-16",71,"NAYARIT"
"2021-12-16",299,"SONORA"
"2021-11-26",622,"NUEVO LEÓN"
"2022-04-06",135,"TAMAULIPAS"
"2021-03-29",56,"COLIMA"
"2021-11-12",182,"QUINTANA ROO"
"2021-12-31",682,"TABASCO"
"2021-03-25",127,"QUINTANA ROO"
"2022-03-20",74,"ZACATECAS"
"2022-03-21",86,"MICHOACÁN DE OCAMPO"
"2022-03-26",67,"MICHOACÁN DE OCAMPO"
"2022-03-17",78,"MORELOS"
"2022-03-17",201,"TABASCO"
"2022-03-17",71,"CHIHUAHUA"
"2022-03-27",187,"QUERÉTARO"
"2022-03-16",65,"MICHOACÁN DE OCAMPO"
"2021-11-05",207,"YUCATÁN"
"2020-08-14",182,"CHIHUAHUA"
"2020-12-10",490,"SAN LUIS POTOSÍ"
"2020-12-10",149,"CHIAPAS"
"2020-12-13",206,"GUERRERO"
"2020-12-14",249,"GUERRERO"
"2020-12-15",398,"TAMAULIPAS"
"2022-03-23",163,"SONORA"
"2022-03-20",114,"HIDALGO"
"2022-03-30",103,"YUCATÁN"
"2022-04-05",90,"ZACATECAS"
"2022-04-06",40,"ZACATECAS"
"2020-12-10",264,"DURANGO"
"2022-03-31",96,"QUERÉTARO"
"2020-12-11",272,"MICHOACÁN DE OCAMPO"
"2022-03-24",49,"DURANGO"
"2020-12-12",262,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-03-31",129,"PUEBLA"
"2022-04-09",79,"YUCATÁN"
"2022-04-10",112,"OAXACA"
"2022-04-10",40,"NAYARIT"
"2022-04-14",49,"YUCATÁN"
"2022-04-15",69,"ZACATECAS"
"2021-12-03",683,"GUANAJUATO"
"2021-12-06",172,"GUERRERO"
"2021-12-07",307,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-11-13",163,"YUCATÁN"
"2021-12-09",596,"GUANAJUATO"
"2020-08-09",194,"DURANGO"
"2020-08-12",298,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-08-14",76,"TLAXCALA"
"2020-08-15",127,"COLIMA"
"2020-08-17",148,"QUERÉTARO"
"2020-08-18",98,"COLIMA"
"2020-12-16",517,"AGUASCALIENTES"
"2020-12-16",59,"COLIMA"
"2020-12-17",212,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-12-20",726,"PUEBLA"
"2020-12-20",521,"COAHUILA DE ZARAGOZA"
"2020-12-20",731,"QUERÉTARO"
"2020-12-20",208,"SINALOA"
"2020-12-22",55,"CAMPECHE"
"2020-12-22",222,"OAXACA"
"2020-12-23",158,"GUERRERO"
"2022-04-10",68,"CAMPECHE"
"2022-04-13",44,"QUINTANA ROO"
"2020-08-14",365,"TABASCO"
"2020-08-15",654,"NUEVO LEÓN"
"2020-08-15",216,"AGUASCALIENTES"
"2020-08-16",229,"DURANGO"
"2020-08-18",197,"AGUASCALIENTES"
"2020-12-16",837,"NUEVO LEÓN"
"2020-12-18",801,"SONORA"
"2020-12-15",304,"HIDALGO"
"2022-04-13",14,"TLAXCALA"
"2021-12-04",364,"JALISCO"
"2021-12-05",442,"BAJA CALIFORNIA SUR"
"2020-12-22",57,"NAYARIT"
"2020-12-24",546,"SONORA"
"2020-12-19",140,"GUERRERO"
"2020-12-21",172,"GUERRERO"
"2022-04-08",40,"NAYARIT"
"2020-08-14",115,"QUINTANA ROO"
"2022-04-08",34,"CAMPECHE"
"2020-09-23",125,"OAXACA"
"2022-04-16",38,"QUINTANA ROO"
"2021-12-04",1027,"BAJA CALIFORNIA"
"2022-08-05",207,"BAJA CALIFORNIA SUR"
"2021-11-12",61,"TLAXCALA"
"2021-12-14",120,"MICHOACÁN DE OCAMPO"
"2021-12-12",175,"GUERRERO"
"2021-12-18",497,"NUEVO LEÓN"
"2021-12-18",73,"COLIMA"
"2021-12-18",175,"AGUASCALIENTES"
"2021-12-21",179,"GUERRERO"
"2021-12-24",247,"GUERRERO"
"2021-12-26",142,"COLIMA"
"2020-09-14",267,"BAJA CALIFORNIA SUR"
"2020-09-12",111,"QUERÉTARO"
"2020-08-31",323,"BAJA CALIFORNIA"
"2020-09-03",261,"GUERRERO"
"2020-09-08",263,"SONORA"
"2020-09-13",153,"OAXACA"
"2020-09-06",310,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-08-25",295,"AGUASCALIENTES"
"2020-09-13",59,"CAMPECHE"
"2020-09-13",61,"NAYARIT"
"2020-09-05",385,"TABASCO"
"2020-09-11",306,"BAJA CALIFORNIA SUR"
"2020-09-09",350,"YUCATÁN"
"2020-08-21",181,"CHIHUAHUA"
"2020-08-30",757,"NUEVO LEÓN"
"2020-09-18",75,"COLIMA"
"2020-09-05",76,"TLAXCALA"
"2020-09-23",48,"CAMPECHE"
"2020-08-24",339,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2020-08-23",838,"GUANAJUATO"
"2020-09-26",62,"CAMPECHE"
"2020-12-25",581,"SONORA"
"2020-12-26",313,"BAJA CALIFORNIA SUR"
"2020-12-29",317,"OAXACA"
"2020-12-29",79,"NAYARIT"
"2020-12-31",203,"BAJA CALIFORNIA SUR"
"2021-12-15",134,"MICHOACÁN DE OCAMPO"
"2021-12-20",118,"NAYARIT"
"2021-12-20",75,"CAMPECHE"
"2021-12-22",79,"NAYARIT"
"2021-12-22",65,"CAMPECHE"
"2021-12-27",241,"MICHOACÁN DE OCAMPO"
"2020-09-15",128,"HIDALGO"
"2020-09-17",81,"COLIMA"
"2020-08-31",595,"JALISCO"
"2020-09-21",236,"GUERRERO"
"2020-09-22",314,"YUCATÁN"
"2020-09-23",61,"NAYARIT"
"2020-12-28",217,"GUERRERO"
"2020-09-18",137,"AGUASCALIENTES"
"2021-03-31",123,"HIDALGO"
"2021-12-19",436,"BAJA CALIFORNIA SUR"
"2021-12-26",1585,"NUEVO LEÓN"
"2020-08-29",579,"NUEVO LEÓN"
"2021-12-22",120,"OAXACA"
"2020-09-15",176,"ZACATECAS"
"2020-09-15",324,"TAMAULIPAS"
"2020-12-27",531,"SONORA"
"2020-12-29",115,"CAMPECHE"
"2020-08-25",858,"NUEVO LEÓN"
"2020-09-16",64,"COLIMA"
"2021-12-26",401,"AGUASCALIENTES"
"2020-09-16",106,"AGUASCALIENTES"
"2021-12-11",693,"GUANAJUATO"
"2020-09-20",248,"DURANGO"
"2021-12-31",292,"MORELOS"
"2021-12-29",237,"HIDALGO"
"2020-08-20",274,"DURANGO"
"2020-08-21",53,"TLAXCALA"
"2020-08-25",85,"COLIMA"
"2020-08-26",372,"TABASCO"
"2020-08-26",128,"QUINTANA ROO"
"2020-08-26",95,"TLAXCALA"
"2021-12-31",928,"QUINTANA ROO"
"2021-12-31",123,"TLAXCALA"
"2020-08-19",171,"DURANGO"
"2020-08-21",388,"TABASCO"
"2020-08-27",184,"DURANGO"
"2021-05-01",88,"COLIMA"
"2021-04-30",113,"AGUASCALIENTES"
"2020-08-21",98,"QUINTANA ROO"
"2021-12-30",467,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2021-12-31",930,"CHIHUAHUA"
"2022-08-04",161,"NAYARIT"
"2022-08-04",42,"CAMPECHE"
"2020-09-01",382,"BAJA CALIFORNIA SUR"
"2020-09-05",113,"QUINTANA ROO"
"2022-03-17",36,"QUINTANA ROO"
"2020-08-30",68,"COLIMA"
"2020-08-29",209,"AGUASCALIENTES"
"2020-08-29",88,"COLIMA"
"2021-12-28",902,"QUINTANA ROO"
"2021-12-28",98,"TLAXCALA"
"2020-02-07",2,"YUCATÁN"
"2022-06-01",84,"COLIMA"
"2022-06-02",58,"NAYARIT"
"2022-01-20",27549,"CIUDAD DE MÉXICO"
"2022-01-01",2549,"NUEVO LEÓN"
"2022-02-20",5647,"CIUDAD DE MÉXICO"
"2022-04-09",49,"MICHOACÁN DE OCAMPO"
"2022-02-18",7040,"CIUDAD DE MÉXICO"
"2022-01-10",46854,"CIUDAD DE MÉXICO"
"2022-01-16",1518,"BAJA CALIFORNIA SUR"
"2022-01-04",2126,"COAHUILA DE ZARAGOZA"
"2022-01-05",2402,"COAHUILA DE ZARAGOZA"
"2022-01-15",1643,"BAJA CALIFORNIA SUR"
"2022-03-22",232,"JALISCO"
"2022-01-19",27137,"CIUDAD DE MÉXICO"
"2022-01-07",1274,"QUERÉTARO"
"2022-06-26",306,"MICHOACÁN DE OCAMPO"
"2022-02-02",1628,"MÉXICO"
"2022-01-04",1292,"QUERÉTARO"
"2022-01-05",1434,"SINALOA"
"2022-01-07",2662,"COAHUILA DE ZARAGOZA"
"2022-01-29",701,"TABASCO"
"2022-04-06",126,"COAHUILA DE ZARAGOZA"
"2022-03-20",285,"PUEBLA"
"2022-01-19",2542,"JALISCO"
"2022-01-21",1035,"TAMAULIPAS"
"2022-03-18",449,"SAN LUIS POTOSÍ"
"2022-03-22",4071,"CIUDAD DE MÉXICO"
"2022-02-27",337,"SAN LUIS POTOSÍ"
"2022-01-06",2380,"BAJA CALIFORNIA SUR"
"2022-01-01",355,"COLIMA"
"2022-01-10",3511,"BAJA CALIFORNIA"
"2022-01-01",754,"AGUASCALIENTES"
"2022-01-04",847,"PUEBLA"
"2022-01-04",1537,"SINALOA"
"2022-01-05",1206,"QUERÉTARO"
"2022-01-05",1179,"PUEBLA"
"2022-02-05",7864,"CIUDAD DE MÉXICO"
"2022-02-01",755,"COAHUILA DE ZARAGOZA"
"2022-02-07",626,"OAXACA"
"2022-02-08",1541,"MÉXICO"
"2022-01-30",741,"CHIHUAHUA"
"2022-02-10",288,"MICHOACÁN DE OCAMPO"
"2022-01-20",2702,"JALISCO"
"2022-01-23",3766,"NUEVO LEÓN"
"2022-02-06",201,"CAMPECHE"
"2022-01-29",669,"CHIHUAHUA"
"2022-02-06",274,"NAYARIT"
"2022-02-08",307,"YUCATÁN"
"2022-01-27",1761,"SAN LUIS POTOSÍ"
"2022-02-01",856,"QUERÉTARO"
"2022-01-22",3003,"NUEVO LEÓN"
"2022-01-28",625,"BAJA CALIFORNIA SUR"
"2022-01-08",3857,"MÉXICO"
"2022-01-10",4780,"JALISCO"
"2022-02-01",696,"SINALOA"
"2022-02-06",517,"OAXACA"
"2022-01-17",1149,"ZACATECAS"
"2022-02-07",259,"NAYARIT"
"2022-01-17",1956,"TAMAULIPAS"
"2022-02-09",292,"GUERRERO"
"2022-02-01",1575,"PUEBLA"
"2022-01-18",955,"GUERRERO"
"2022-01-23",1040,"AGUASCALIENTES"
"2022-02-07",198,"CAMPECHE"
"2022-01-12",1049,"GUERRERO"
"2022-01-13",1283,"GUERRERO"
"2022-02-11",301,"SONORA"
"2022-01-30",552,"TLAXCALA"
"2022-02-04",638,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-02-05",277,"BAJA CALIFORNIA"
"2022-02-05",776,"JALISCO"
"2022-01-07",1666,"SINALOA"
"2022-01-23",798,"COLIMA"
"2022-01-27",946,"CHIAPAS"
"2022-01-11",1117,"MICHOACÁN DE OCAMPO"
"2022-01-31",588,"MICHOACÁN DE OCAMPO"
"2022-01-21",1031,"HIDALGO"
"2022-01-30",725,"TABASCO"
"2022-01-29",392,"TLAXCALA"
"2022-01-29",173,"QUINTANA ROO"
"2022-01-17",1367,"HIDALGO"
"2022-01-29",549,"MORELOS"
"2022-01-30",457,"MORELOS"
"2022-02-02",434,"YUCATÁN"
"2022-01-14",412,"CAMPECHE"
"2022-02-03",374,"BAJA CALIFORNIA SUR"
"2022-01-14",928,"NAYARIT"
"2022-01-22",721,"AGUASCALIENTES"
"2022-01-20",1249,"BAJA CALIFORNIA"
"2022-01-27",278,"DURANGO"
"2022-01-19",1404,"BAJA CALIFORNIA"
"2022-02-12",777,"SAN LUIS POTOSÍ"
"2022-01-08",1462,"YUCATÁN"
"2022-02-12",84,"DURANGO"
"2022-01-14",1019,"OAXACA"
"2022-02-12",600,"CHIAPAS"
"2022-02-13",820,"PUEBLA"
"2022-01-21",758,"ZACATECAS"
"2022-02-13",271,"COAHUILA DE ZARAGOZA"
"2022-02-13",298,"QUERÉTARO"
"2022-02-13",767,"SINALOA"
"2022-01-07",1217,"PUEBLA"
"2022-03-01",517,"PUEBLA"
"2022-02-15",632,"NUEVO LEÓN"
"2022-02-15",356,"AGUASCALIENTES"
"2022-02-15",164,"COLIMA"
"2022-07-16",1907,"SAN LUIS POTOSÍ"
"2022-07-29",808,"NUEVO LEÓN"
"2022-08-10",359,"MORELOS"
"2022-08-05",614,"SAN LUIS POTOSÍ"
"2022-07-23",518,"TAMAULIPAS"
"2022-08-08",639,"MORELOS"
"2022-07-18",1365,"QUERÉTARO"
"2022-07-12",799,"GUERRERO"
"2022-08-08",224,"TLAXCALA"
"2022-08-10",399,"CHIHUAHUA"
"2022-08-07",483,"CHIHUAHUA"
"2022-07-24",694,"CHIHUAHUA"
"2022-08-08",634,"CHIHUAHUA"
"2022-08-04",690,"GUANAJUATO"
"2022-07-29",314,"AGUASCALIENTES"
"2022-07-13",621,"GUERRERO"
"2022-07-20",236,"CAMPECHE"
"2022-08-03",1116,"GUANAJUATO"
"2022-08-02",505,"QUERÉTARO"
"2022-07-18",1491,"COAHUILA DE ZARAGOZA"
"2022-08-07",262,"MORELOS"
"2022-08-10",164,"TABASCO"
"2022-07-23",366,"ZACATECAS"
"2022-08-11",218,"AGUASCALIENTES"
"2022-07-22",316,"CHIAPAS"
"2022-08-12",115,"BAJA CALIFORNIA SUR"
"2022-08-09",123,"GUERRERO"
"2022-07-27",363,"GUERRERO"
"2022-07-17",1000,"CHIHUAHUA"
"2022-03-25",3087,"CIUDAD DE MÉXICO"
"2022-08-02",689,"COAHUILA DE ZARAGOZA"
"2022-07-18",1711,"SINALOA"
"2022-07-24",386,"MORELOS"
"2022-07-07",870,"TAMAULIPAS"
"2022-07-22",1410,"SAN LUIS POTOSÍ"
"2022-08-10",188,"TLAXCALA"
"2022-07-19",581,"MICHOACÁN DE OCAMPO"
"2022-07-26",388,"SONORA"
"2022-07-23",466,"HIDALGO"
"2022-08-02",649,"PUEBLA"
"2022-07-20",749,"OAXACA"
"2022-06-10",5864,"CIUDAD DE MÉXICO"
"2022-08-10",47,"QUINTANA ROO"
"2022-06-04",3666,"CIUDAD DE MÉXICO"
"2022-07-05",1943,"SAN LUIS POTOSÍ"
"2022-08-07",201,"TLAXCALA"
"2022-07-06",703,"OAXACA"
"2022-05-01",77,"BAJA CALIFORNIA SUR"
"2022-07-09",426,"BAJA CALIFORNIA SUR"
"2022-07-31",615,"SINALOA"
"2022-06-09",4710,"CIUDAD DE MÉXICO"
"2022-07-18",1449,"PUEBLA"
"2022-06-27",2195,"SINALOA"
"2022-08-02",803,"SINALOA"
"2022-07-16",205,"DURANGO"
"2022-06-27",916,"PUEBLA"
"2022-06-07",469,"GUANAJUATO"
"2022-07-02",2696,"MÉXICO"
"2022-05-14",101,"BAJA CALIFORNIA SUR"
"2022-07-01",1534,"GUANAJUATO"
"2022-07-03",1929,"GUANAJUATO"
"2022-07-04",2564,"GUANAJUATO"
"2022-07-08",1161,"VERACRUZ DE IGNACIO DE LA LLAVE"
"2022-06-28",1473,"SAN LUIS POTOSÍ"
"2022-06-30",2592,"MÉXICO"
"2022-06-28",201,"CHIAPAS"
"2022-04-02",2293,"CIUDAD DE MÉXICO"
"2021-01-21",1491,"MÉXICO"
"2021-01-20",1457,"GUANAJUATO"
"2021-01-31",159,"CHIHUAHUA"
"2021-01-31",137,"QUINTANA ROO"
"2021-01-26",2167,"MORELOS"
"2021-01-30",655,"MÉXICO"
"2021-01-31",151,"TLAXCALA"
"2021-01-07",387,"HIDALGO"
"2021-01-12",273,"DURANGO"
"2021-01-27",305,"SONORA"
"2021-01-10",17267,"CIUDAD DE MÉXICO"
"2021-01-31",916,"MORELOS"
"2021-01-31",462,"TABASCO"
"2021-02-02",415,"BAJA CALIFORNIA SUR"
